"STATION","NAME","DATE","DAPR","MDPR","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS","WT01","WT03","WT04","WT05","WT06","WT11"
"USC00479190","WHITEWATER, WI US","1979-03-15",,,"0.00","0.0","4.0","27","8","24",,,,,,
"USC00479190","WHITEWATER, WI US","1979-03-16",,,"0.00","0.0","3.0","42","15","38",,,,,,
"USC00479190","WHITEWATER, WI US","1979-03-17",,,"0.10","0.0","2.0","41","31","36",,,,,,
"USC00479190","WHITEWATER, WI US","1979-03-18",,,"0.00","0.0","0.0","58","36","56",,,,,,
"USC00479190","WHITEWATER, WI US","1979-03-19",,,"0.12","0.0","0.0","56","41","52",,,,,,
"USC00479190","WHITEWATER, WI US","1979-03-20",,,"0.00","0.0","0.0","52","35","45",,,,,,
"USC00479190","WHITEWATER, WI US","1979-03-21",,,"0.00","0.0","0.0","46","31","42",,,,,,
"USC00479190","WHITEWATER, WI US","1979-03-22",,,"0.00","0.0","0.0","60","29","57",,,,,,
"USC00479190","WHITEWATER, WI US","1979-03-23",,,"0.16","0.0","0.0","58","44","53",,,,,,
"USC00479190","WHITEWATER, WI US","1979-03-24",,,"0.58","3.0","3.0","53","19","20",,,,,,
"USC00479190","WHITEWATER, WI US","1979-03-25",,,"0.03","0.5","3.0","25","16","22",,,,,,
"USC00479190","WHITEWATER, WI US","1979-03-26",,,"0.00","0.0","1.0","31","10","29",,,,,,
"USC00479190","WHITEWATER, WI US","1979-03-27",,,"0.00","0.0","1.0","36","12","33",,,,,,
"USC00479190","WHITEWATER, WI US","1979-03-28",,,"0.00","0.0","0.0","42","27","41",,,,,,
"USC00479190","WHITEWATER, WI US","1979-03-29",,,"0.47","0.0","0.0","48","36","38",,"    1",,,,
"USC00479190","WHITEWATER, WI US","1979-03-30",,,"1.03","0.0","0.0","62","36","55",,"    1",,,,
"USC00479190","WHITEWATER, WI US","1979-03-31",,,"0.00","0.0","0.0","56","35","35",,,,,,
"USC00479190","WHITEWATER, WI US","1979-04-01",,,"0.00","0.0","0.0","37","29","34",,,,,,
"USC00479190","WHITEWATER, WI US","1979-04-02",,,"0.43","0.0","0.0","35","30","34",,,,,,
"USC00479190","WHITEWATER, WI US","1979-04-03",,,"0.00","0.0","0.0","48","22","41",,,,,,
"USC00479190","WHITEWATER, WI US","1979-04-04",,,"0.00","0.0","0.0","48","32","39",,,,,,
"USC00479190","WHITEWATER, WI US","1979-04-05",,,"0.28","0.0","0.0","45","33","37",,,,,,
"USC00479190","WHITEWATER, WI US","1979-04-06",,,"0.00","0.0","0.0","37","14","32",,,,,,
"USC00479190","WHITEWATER, WI US","1979-04-07",,,"0.00","0.0","0.0","38","20","35",,,,,,
"USC00479190","WHITEWATER, WI US","1979-04-08",,,"0.00","0.0","0.0","37","30","35",,,,,,
"USC00479190","WHITEWATER, WI US","1979-04-09",,,"0.00","0.0","0.0","39","25","35",,,,,,
"USC00479190","WHITEWATER, WI US","1979-04-10",,,"0.00","0.0","0.0","46","22","45",,,,,,
"USC00479190","WHITEWATER, WI US","1979-04-11",,,"0.01","0.0","0.0","45","30","36",,,,,,
"USC00479190","WHITEWATER, WI US","1979-04-12",,,"0.73","0.0","0.0","72","34","70",,"    1",,,,
"USC00479190","WHITEWATER, WI US","1979-04-13",,,"0.00","0.0","0.0","71","39","53",,,,,,
"USC00479190","WHITEWATER, WI US","1979-04-14",,,"0.00","0.0","0.0","55","30","50",,,,,,
"USC00479190","WHITEWATER, WI US","1979-04-15",,,"0.00","0.0","0.0","52","37","51",,,,,,
"USC00479190","WHITEWATER, WI US","1979-04-16",,,"0.00","0.0","0.0","57","29","56",,,,,,
"USC00479190","WHITEWATER, WI US","1979-04-17",,,"0.00","0.0","0.0","62","32","60",,,,,,
"USC00479190","WHITEWATER, WI US","1979-04-18",,,"0.00","0.0","0.0","62","32","59",,,,,,
"USC00479190","WHITEWATER, WI US","1979-04-19",,,"0.00","0.0","0.0","67","34","63",,,,,,
"USC00479190","WHITEWATER, WI US","1979-04-20",,,"0.09","0.0","0.0","66","51","57",,,,,,
"USC00479190","WHITEWATER, WI US","1979-04-21",,,"0.15","0.0","0.0","67","47","55",,,,,,
"USC00479190","WHITEWATER, WI US","1979-04-22",,,"0.00","0.0","0.0","72","38","70",,,,,,
"USC00479190","WHITEWATER, WI US","1979-04-23",,,"0.00","0.0","0.0","74","40","73",,,,,,
"USC00479190","WHITEWATER, WI US","1979-04-24",,,"0.01","0.0","0.0","73","52","61",,,,,,
"USC00479190","WHITEWATER, WI US","1979-04-25",,,"0.58","0.0","0.0","73","59","68",,,,,,
"USC00479190","WHITEWATER, WI US","1979-04-26",,,"0.98","0.0","0.0","69","37","54",,,,,,
"USC00479190","WHITEWATER, WI US","1979-04-27",,,"0.42","0.0","0.0","56","34","37",,,,,,
"USC00479190","WHITEWATER, WI US","1979-04-28",,,"0.34","0.0","0.0","51","33","50",,,,,,
"USC00479190","WHITEWATER, WI US","1979-04-29",,,"0.16","0.0","0.0","50","35","41",,,,,,
"USC00479190","WHITEWATER, WI US","1979-04-30",,,"0.10","0.0","0.0","44","35","43",,,,,,
"USC00479190","WHITEWATER, WI US","1979-05-01",,,"0.00","0.0","0.0","55","28","54",,,,,,
"USC00479190","WHITEWATER, WI US","1979-05-02",,,"0.00","0.0","0.0","66","43","61",,,,,,
"USC00479190","WHITEWATER, WI US","1979-05-03",,,"0.39","0.0","0.0","62","38","52",,,,,,
"USC00479190","WHITEWATER, WI US","1979-05-04",,,"0.00","0.0","0.0","58","36","56",,,,,,
"USC00479190","WHITEWATER, WI US","1979-05-05",,,"0.00","0.0","0.0","66","34","64",,,,,,
"USC00479190","WHITEWATER, WI US","1979-05-06",,,"0.00","0.0","0.0","74","49","72",,,,,,
"USC00479190","WHITEWATER, WI US","1979-05-07",,,"0.00","0.0","0.0","80","54","79",,,,,,
"USC00479190","WHITEWATER, WI US","1979-05-08",,,"0.00","0.0","0.0","87","64","86",,,,,,
"USC00479190","WHITEWATER, WI US","1979-05-09",,,"0.00","0.0","0.0","87","67","86",,,,,,
"USC00479190","WHITEWATER, WI US","1979-05-10",,,"0.00","0.0","0.0","88","65","86",,,,,,
"USC00479190","WHITEWATER, WI US","1979-05-11",,,"0.12","0.0","0.0","86","51","60",,,,,,
"USC00479190","WHITEWATER, WI US","1979-05-12",,,"0.00","0.0","0.0","61","42","55",,,,,,
"USC00479190","WHITEWATER, WI US","1979-05-13",,,"0.10","0.0","0.0","68","39","66",,"    1",,,,
"USC00479190","WHITEWATER, WI US","1979-05-14",,,"0.00","0.0","0.0","67","41","65",,,,,,
"USC00479190","WHITEWATER, WI US","1979-05-15",,,"0.00","0.0","0.0","66","44","65",,,,,,
"USC00479190","WHITEWATER, WI US","1979-05-16",,,"0.00","0.0","0.0","73","35","71",,,,,,
"USC00479190","WHITEWATER, WI US","1979-05-17",,,"0.00","0.0","0.0","83","54","81",,,,,,
"USC00479190","WHITEWATER, WI US","1979-05-18",,,"0.33","0.0","0.0","85","58","68",,,,"    1",,
"USC00479190","WHITEWATER, WI US","1979-05-19",,,"0.28","0.0","0.0","70","53","66",,"    1",,,,
"USC00479190","WHITEWATER, WI US","1979-05-20",,,"0.00","0.0","0.0","73","48","72",,,,,,
"USC00479190","WHITEWATER, WI US","1979-05-21",,,"0.00","0.0","0.0","72","39","59",,,,,,
"USC00479190","WHITEWATER, WI US","1979-05-22",,,"0.00","0.0","0.0","68","37","63",,,,,,
"USC00479190","WHITEWATER, WI US","1979-05-23",,,"0.05","0.0","0.0","63","40","50",,,,,,
"USC00479190","WHITEWATER, WI US","1979-05-24",,,"0.00","0.0","0.0","64","35","60",,,,,,
"USC00479190","WHITEWATER, WI US","1979-05-25",,,"0.00","0.0","0.0","66","38","64",,,,,,
"USC00479190","WHITEWATER, WI US","1979-05-26",,,"0.00","0.0","0.0","71","34","69",,,,,,
"USC00479190","WHITEWATER, WI US","1979-05-27",,,"0.00","0.0","0.0","71","39","67",,,,,,
"USC00479190","WHITEWATER, WI US","1979-05-28",,,"0.00","0.0","0.0","73","42","72",,,,,,
"USC00479190","WHITEWATER, WI US","1979-05-29",,,"0.00","0.0","0.0","82","49","75",,,,,,
"USC00479190","WHITEWATER, WI US","1979-05-30",,,"0.23","0.0","0.0","75","51","68",,,,,,
"USC00479190","WHITEWATER, WI US","1979-05-31",,,"0.10","0.0","0.0","79","58","69",,"    1",,,,
"USC00479190","WHITEWATER, WI US","1979-06-01",,,"0.00","0.0","0.0","75","52","70",,,,,,
"USC00479190","WHITEWATER, WI US","1979-06-02",,,"0.00","0.0","0.0","80","52","78",,,,,,
"USC00479190","WHITEWATER, WI US","1979-06-03",,,"0.00","0.0","0.0","85","56","83",,,,,,
"USC00479190","WHITEWATER, WI US","1979-06-04",,,"0.00","0.0","0.0","86","61","74",,,,,,
"USC00479190","WHITEWATER, WI US","1979-06-05",,,"0.51","0.0","0.0","76","53","69",,"    1",,,,
"USC00479190","WHITEWATER, WI US","1979-06-06",,,"0.00","0.0","0.0","88","45","87",,,,,,
"USC00479190","WHITEWATER, WI US","1979-06-07",,,"0.72","0.0","0.0","88","68","71",,"    1",,,,
"USC00479190","WHITEWATER, WI US","1979-06-08",,,"0.00","0.0","0.0","80","64","78",,,,,,
"USC00479190","WHITEWATER, WI US","1979-06-09",,,"0.71","0.0","0.0","80","63","72",,,,,,
"USC00479190","WHITEWATER, WI US","1979-06-10",,,"0.27","0.0","0.0","78","62","65",,,,,,
"USC00479190","WHITEWATER, WI US","1979-06-11",,,"0.00","0.0","0.0","76","48","74",,,,,,
"USC00479190","WHITEWATER, WI US","1979-06-12",,,"0.00","0.0","0.0","76","48","71",,,,,,
"USC00479190","WHITEWATER, WI US","1979-06-13",,,"0.00","0.0","0.0","76","51","75",,,,,,
"USC00479190","WHITEWATER, WI US","1979-06-14",,,"0.00","0.0","0.0","85","58","83",,,,,,
"USC00479190","WHITEWATER, WI US","1979-06-15",,,"0.00","0.0","0.0","89","68","88",,,,,,
"USC00479190","WHITEWATER, WI US","1979-06-16",,,"0.00","0.0","0.0","89","65","84",,,,,,
"USC00479190","WHITEWATER, WI US","1979-06-17",,,"0.00","0.0","0.0","86","59","73",,,,,,
"USC00479190","WHITEWATER, WI US","1979-06-18",,,"0.05","0.0","0.0","75","53","64",,,,,,
"USC00479190","WHITEWATER, WI US","1979-06-19",,,"0.00","0.0","0.0","80","51","78",,,,,,
"USC00479190","WHITEWATER, WI US","1979-06-20",,,"0.16","0.0","0.0","87","63","83",,"    1",,,,
"USC00479190","WHITEWATER, WI US","1979-06-21",,,"0.00","0.0","0.0","85","63","83",,,,,,
"USC00479190","WHITEWATER, WI US","1979-06-22",,,"0.00","0.0","0.0","83","57","70",,,,,,
"USC00479190","WHITEWATER, WI US","1979-06-23",,,"0.00","0.0","0.0","70","47","65",,,,,,
"USC00479190","WHITEWATER, WI US","1979-06-24",,,"0.00","0.0","0.0","72","45","71",,,,,,
"USC00479190","WHITEWATER, WI US","1979-06-25",,,"0.00","0.0","0.0","78","39","76",,,,,,
"USC00479190","WHITEWATER, WI US","1979-06-26",,,"0.00","0.0","0.0","84","53","83",,,,,,
"USC00479190","WHITEWATER, WI US","1979-06-27",,,"0.00","0.0","0.0","84","59","82",,,,,,
"USC00479190","WHITEWATER, WI US","1979-06-28",,,"0.45","0.0","0.0","85","57","81",,"    1",,,,
"USC00479190","WHITEWATER, WI US","1979-06-29",,,"3.10","0.0","0.0","82","60","63",,"    1",,,,
"USC00479190","WHITEWATER, WI US","1979-06-30",,,"0.00","0.0","0.0","79","54","78",,,,,,
"USC00479190","WHITEWATER, WI US","1979-07-01",,,"0.40","0.0","0.0","80","56","76",,,,,,
"USC00479190","WHITEWATER, WI US","1979-07-02",,,"0.00","0.0","0.0","80","53","77",,,,,,
"USC00479190","WHITEWATER, WI US","1979-07-03",,,"0.00","0.0","0.0","83","55","81",,,,,,
"USC00479190","WHITEWATER, WI US","1979-07-04",,,"0.15","0.0","0.0","82","54","72",,,,,,
"USC00479190","WHITEWATER, WI US","1979-07-05",,,"0.00","0.0","0.0","75","44","72",,,,,,
"USC00479190","WHITEWATER, WI US","1979-07-06",,,"0.00","0.0","0.0","79","45","76",,,,,,
"USC00479190","WHITEWATER, WI US","1979-07-07",,,"0.00","0.0","0.0","80","48","78",,,,,,
"USC00479190","WHITEWATER, WI US","1979-07-08",,,"0.00","0.0","0.0","81","53","78",,,,,,
"USC00479190","WHITEWATER, WI US","1979-07-09",,,"0.00","0.0","0.0","84","58","81",,,,,,
"USC00479190","WHITEWATER, WI US","1979-07-10",,,"0.00","0.0","0.0","88","64","85",,,,,,
"USC00479190","WHITEWATER, WI US","1979-07-11",,,"0.00","0.0","0.0","88","63","85",,,,,,
"USC00479190","WHITEWATER, WI US","1979-07-12",,,"0.35","0.0","0.0","89","64","85",,"    1",,,,
"USC00479190","WHITEWATER, WI US","1979-07-13",,,"0.00","0.0","0.0","88","65","80",,,,,,
"USC00479190","WHITEWATER, WI US","1979-07-14",,,"0.31","0.0","0.0","88","68","81",,,,,,
"USC00479190","WHITEWATER, WI US","1979-07-15",,,"0.00","0.0","0.0","87","62","84",,,,,,
"USC00479190","WHITEWATER, WI US","1979-07-16",,,"0.00","0.0","0.0","87","65","74",,,,,,
"USC00479190","WHITEWATER, WI US","1979-07-17",,,"0.00","0.0","0.0","73","52","71",,,,,,
"USC00479190","WHITEWATER, WI US","1979-07-18",,,"0.00","0.0","0.0","80","49","75",,,,,,
"USC00479190","WHITEWATER, WI US","1979-07-19",,,"0.00","0.0","0.0","82","57","79",,,,,,
"USC00479190","WHITEWATER, WI US","1979-07-20",,,"0.00","0.0","0.0","85","56","83",,,,,,
"USC00479190","WHITEWATER, WI US","1979-07-21",,,"0.00","0.0","0.0","86","56","84",,,,,,
"USC00479190","WHITEWATER, WI US","1979-07-22",,,"0.33","0.0","0.0","86","64","83",,,,,,
"USC00479190","WHITEWATER, WI US","1979-07-23",,,"0.00","0.0","0.0","88","65","85",,,,,,
"USC00479190","WHITEWATER, WI US","1979-07-24",,,"0.00","0.0","0.0","87","68","82",,,,,,
"USC00479190","WHITEWATER, WI US","1979-07-25",,,"0.68","0.0","0.0","85","68","78",,,,,,
"USC00479190","WHITEWATER, WI US","1979-07-26",,,"0.00","0.0","0.0","84","63","80",,,,,,
"USC00479190","WHITEWATER, WI US","1979-07-27",,,"0.00","0.0","0.0","88","62","85",,,,,,
"USC00479190","WHITEWATER, WI US","1979-07-28",,,"0.72","0.0","0.0","87","63","79",,,,,,
"USC00479190","WHITEWATER, WI US","1979-07-29",,,"0.00","0.0","0.0","85","58","80",,,,,,
"USC00479190","WHITEWATER, WI US","1979-07-30",,,"0.64","0.0","0.0","86","66","84",,"    1",,,,
"USC00479190","WHITEWATER, WI US","1979-07-31",,,"0.00","0.0","0.0","86","66","72",,,,,,
"USC00479190","WHITEWATER, WI US","1979-08-01",,,"0.00","0.0","0.0","75","59","69",,,,,,
"USC00479190","WHITEWATER, WI US","1979-08-02",,,"0.00","0.0","0.0","83","56","80",,,,,,
"USC00479190","WHITEWATER, WI US","1979-08-03",,,"0.50","0.0","0.0","85","61","83",,,,,,
"USC00479190","WHITEWATER, WI US","1979-08-04",,,"0.19","0.0","0.0","86","65","78",,"    1",,,,
"USC00479190","WHITEWATER, WI US","1979-08-05",,,"1.29","0.0","0.0","83","64","70",,"    1",,,,
"USC00479190","WHITEWATER, WI US","1979-08-06",,,"0.00","0.0","0.0","80","59","78",,,,,,
"USC00479190","WHITEWATER, WI US","1979-08-07",,,"0.00","0.0","0.0","91","67","87",,,,,,
"USC00479190","WHITEWATER, WI US","1979-08-08",,,"0.47","0.0","0.0","89","63","78",,"    1",,,,
"USC00479190","WHITEWATER, WI US","1979-08-09",,,"0.43","0.0","0.0","87","61","65",,"    1",,,,
"USC00479190","WHITEWATER, WI US","1979-08-10",,,"1.07","0.0","0.0","87","67","70",,"    1",,,,
"USC00479190","WHITEWATER, WI US","1979-08-11",,,"0.00","0.0","0.0","73","48","71",,,,,,
"USC00479190","WHITEWATER, WI US","1979-08-12",,,"0.00","0.0","0.0","74","45","71",,,,,,
"USC00479190","WHITEWATER, WI US","1979-08-13",,,"0.15","0.0","0.0","73","58","64",,"    1",,,,
"USC00479190","WHITEWATER, WI US","1979-08-14",,,"0.00","0.0","0.0","66","48","62",,,,,,
"USC00479190","WHITEWATER, WI US","1979-08-15",,,"0.00","0.0","0.0","70","42","67",,,,,,
"USC00479190","WHITEWATER, WI US","1979-08-16",,,"0.00","0.0","0.0","71","40","66",,,,,,
"USC00479190","WHITEWATER, WI US","1979-08-17",,,"0.35","0.0","0.0","71","58","68",,,,,,
"USC00479190","WHITEWATER, WI US","1979-08-18",,,"0.70","0.0","0.0","76","63","74",,"    1",,,,
"USC00479190","WHITEWATER, WI US","1979-08-19",,,"0.08","0.0","0.0","79","65","72",,,,,,
"USC00479190","WHITEWATER, WI US","1979-08-20",,,"0.30","0.0","0.0","81","64","76",,"    1",,,,
"USC00479190","WHITEWATER, WI US","1979-08-21",,,"0.00","0.0","0.0","78","59","75",,,,,,
"USC00479190","WHITEWATER, WI US","1979-08-22",,,"1.05","0.0","0.0","82","65","79",,,,,,
"USC00479190","WHITEWATER, WI US","1979-08-23",,,"0.08","0.0","0.0","81","63","75",,,,,,
"USC00479190","WHITEWATER, WI US","1979-08-24",,,"0.11","0.0","0.0","77","53","67",,,,,,
"USC00479190","WHITEWATER, WI US","1979-08-25",,,"0.00","0.0","0.0","75","53","74",,,,,,
"USC00479190","WHITEWATER, WI US","1979-08-26",,,"0.00","0.0","0.0","80","61","78",,,,,,
"USC00479190","WHITEWATER, WI US","1979-08-27",,,"0.30","0.0","0.0","80","62","73",,"    1",,,,
"USC00479190","WHITEWATER, WI US","1979-08-28",,,"0.00","0.0","0.0","77","56","71",,,,,,
"USC00479190","WHITEWATER, WI US","1979-08-29",,,"0.58","0.0","0.0","81","63","79",,,,,,
"USC00479190","WHITEWATER, WI US","1979-08-30",,,"0.00","0.0","0.0","88","63","87",,,,,,
"USC00479190","WHITEWATER, WI US","1979-08-31",,,"0.00","0.0","0.0","88","63","83",,,,,,
"USC00479190","WHITEWATER, WI US","1979-09-01",,,"0.08","0.0","0.0","85","67","82",,,,,,
"USC00479190","WHITEWATER, WI US","1979-09-02",,,"0.00","0.0","0.0","87","66","83",,,,,,
"USC00479190","WHITEWATER, WI US","1979-09-03",,,"0.00","0.0","0.0","84","58","72",,,,,,
"USC00479190","WHITEWATER, WI US","1979-09-04",,,"0.00","0.0","0.0","80","50","78",,,,,,
"USC00479190","WHITEWATER, WI US","1979-09-05",,,"0.00","0.0","0.0","85","56","82",,,,,,
"USC00479190","WHITEWATER, WI US","1979-09-06",,,"0.00","0.0","0.0","84","61","79",,,,,,
"USC00479190","WHITEWATER, WI US","1979-09-07",,,"0.00","0.0","0.0","79","48","53",,,,,,
"USC00479190","WHITEWATER, WI US","1979-09-08",,,"0.00","0.0","0.0","67","47","66",,,,,,
"USC00479190","WHITEWATER, WI US","1979-09-09",,,"0.00","0.0","0.0","76","49","75",,,,,,
"USC00479190","WHITEWATER, WI US","1979-09-10",,,"0.00","0.0","0.0","79","53","67",,,,,,
"USC00479190","WHITEWATER, WI US","1979-09-11",,,"0.00","0.0","0.0","86","58","84",,,,,,
"USC00479190","WHITEWATER, WI US","1979-09-12",,,"0.00","0.0","0.0","85","59","81",,,,,,
"USC00479190","WHITEWATER, WI US","1979-09-13",,,"0.00","0.0","0.0","83","57","65",,,,,,
"USC00479190","WHITEWATER, WI US","1979-09-14",,,"0.00","0.0","0.0","68","44","59",,,,,,
"USC00479190","WHITEWATER, WI US","1979-09-15",,,"0.00","0.0","0.0","70","43","68",,,,,,
"USC00479190","WHITEWATER, WI US","1979-09-16",,,"0.00","0.0","0.0","77","47","75",,,,,,
"USC00479190","WHITEWATER, WI US","1979-09-17",,,"0.00","0.0","0.0","78","48","76",,,,,,
"USC00479190","WHITEWATER, WI US","1979-09-18",,,"0.00","0.0","0.0","77","54","72",,,,,,
"USC00479190","WHITEWATER, WI US","1979-09-19",,,"0.00","0.0","0.0","74","39","67",,,,,,
"USC00479190","WHITEWATER, WI US","1979-09-20",,,"0.00","0.0","0.0","69","42","66",,,,,,
"USC00479190","WHITEWATER, WI US","1979-09-21",,,"0.00","0.0","0.0","78","46","65",,,,,,
"USC00479190","WHITEWATER, WI US","1979-09-22",,,"0.00","0.0","0.0","68","36","54",,,,,,
"USC00479190","WHITEWATER, WI US","1979-09-23",,,"0.00","0.0","0.0","70","36","65",,,,,,
"USC00479190","WHITEWATER, WI US","1979-09-24",,,"0.00","0.0","0.0","67","48","59",,,,,,
"USC00479190","WHITEWATER, WI US","1979-09-25",,,"0.00","0.0","0.0","76","42","73",,,,,,
"USC00479190","WHITEWATER, WI US","1979-09-26",,,"0.00","0.0","0.0","83","45","80",,,,,,
"USC00479190","WHITEWATER, WI US","1979-09-27",,,"0.00","0.0","0.0","82","50","78",,,,,,
"USC00479190","WHITEWATER, WI US","1979-09-28",,,"0.00","0.0","0.0","83","53","80",,,,,,
"USC00479190","WHITEWATER, WI US","1979-09-29",,,"0.00","0.0","0.0","84","53","79",,,,,,
"USC00479190","WHITEWATER, WI US","1979-09-30",,,"0.00","0.0","0.0","79","53","72",,,,,,
"USC00479190","WHITEWATER, WI US","1979-10-01",,,"0.27","0.0","0.0","73","43","57",,,,,,
"USC00479190","WHITEWATER, WI US","1979-10-02",,,"0.05","0.0","0.0","61","48","60",,,,,,
"USC00479190","WHITEWATER, WI US","1979-10-03",,,"0.05","0.0","0.0","62","43","61",,,,,,
"USC00479190","WHITEWATER, WI US","1979-10-04",,,"0.00","0.0","0.0","61","37","51",,,,,,
"USC00479190","WHITEWATER, WI US","1979-10-05",,,"0.00","0.0","0.0","57","35","53",,,,,,
"USC00479190","WHITEWATER, WI US","1979-10-06",,,"0.00","0.0","0.0","55","36","51",,,,,,
"USC00479190","WHITEWATER, WI US","1979-10-07",,,"0.00","0.0","0.0","59","34","57",,,,,,
"USC00479190","WHITEWATER, WI US","1979-10-08",,,"0.00","0.0","0.0","65","45","56",,,,,,
"USC00479190","WHITEWATER, WI US","1979-10-09",,,"0.00","0.0","0.0","57","37","46",,,,,,
"USC00479190","WHITEWATER, WI US","1979-10-10",,,"0.00","0.0","0.0","55","34","50",,,,,,
"USC00479190","WHITEWATER, WI US","1979-10-11",,,"0.07","0.0","0.0","51","42","50",,,,,,
"USC00479190","WHITEWATER, WI US","1979-10-12",,,"0.01","0.0","0.0","50","28","40",,,,,,
"USC00479190","WHITEWATER, WI US","1979-10-13",,,"0.00","0.0","0.0","48","29","45",,,,,,
"USC00479190","WHITEWATER, WI US","1979-10-14",,,"0.00","0.0","0.0","58","25","55",,,,,,
"USC00479190","WHITEWATER, WI US","1979-10-15",,,"0.00","0.0","0.0","64","35","63",,,,,,
"USC00479190","WHITEWATER, WI US","1979-10-16",,,"0.00","0.0","0.0","64","46","58",,,,,,
"USC00479190","WHITEWATER, WI US","1979-10-17",,,"0.00","0.0","0.0","62","44","54",,,,,,
"USC00479190","WHITEWATER, WI US","1979-10-18",,,"0.00","0.0","0.0","69","45","68",,,,,,
"USC00479190","WHITEWATER, WI US","1979-10-19",,,"0.70","0.0","0.0","69","59","62",,,,,,
"USC00479190","WHITEWATER, WI US","1979-10-20",,,"0.29","0.0","0.0","74","56","73",,,,,,
"USC00479190","WHITEWATER, WI US","1979-10-21",,,"0.00","0.0","0.0","80","67","77",,,,,,
"USC00479190","WHITEWATER, WI US","1979-10-22",,,"0.24","0.0","0.0","77","53","60",,,,,,
"USC00479190","WHITEWATER, WI US","1979-10-23",,,"0.35","0.0","0.0","60","28","41",,,,,,
"USC00479190","WHITEWATER, WI US","1979-10-24",,,"0.00","0.0","0.0","48","29","46",,,,,,
"USC00479190","WHITEWATER, WI US","1979-10-25",,,"0.00","0.0","0.0","46","29","38",,,,,,
"USC00479190","WHITEWATER, WI US","1979-10-26",,,"0.00","0.0","0.0","48","19","45",,,,,,
"USC00479190","WHITEWATER, WI US","1979-10-27",,,"0.00","0.0","0.0","63","39","60",,,,,,
"USC00479190","WHITEWATER, WI US","1979-10-28",,,"0.00","0.0","0.0","65","36","62",,,,,,
"USC00479190","WHITEWATER, WI US","1979-10-29",,,"0.00","0.0","0.0","66","40","63",,,,,,
"USC00479190","WHITEWATER, WI US","1979-10-30",,,"0.00","0.0","0.0","63","39","56",,,,,,
"USC00479190","WHITEWATER, WI US","1979-10-31",,,"0.00","0.0","0.0","69","49","65",,,,,,
"USC00479190","WHITEWATER, WI US","1979-11-01",,,"0.32","0.0","0.0","65","39","41",,,,,,
"USC00479190","WHITEWATER, WI US","1979-11-02",,,"0.00","0.0","0.0","50","27","45",,,,,,
"USC00479190","WHITEWATER, WI US","1979-11-03",,,"0.00","0.0","0.0","45","29","38",,,,,,
"USC00479190","WHITEWATER, WI US","1979-11-04",,,"0.00","0.0","0.0","49","25","45",,,,,,
"USC00479190","WHITEWATER, WI US","1979-11-05",,,"0.00","0.0","0.0","55","39","53",,,,,,
"USC00479190","WHITEWATER, WI US","1979-11-06",,,"0.21","0.0","0.0","53","25","35",,,,,,
"USC00479190","WHITEWATER, WI US","1979-11-07",,,"0.00","0.0","0.0","40","24","36",,,,,,
"USC00479190","WHITEWATER, WI US","1979-11-08",,,"0.00","0.0","0.0","40","27","35",,,,,,
"USC00479190","WHITEWATER, WI US","1979-11-09",,,"0.00","0.0","0.0","39","21","30",,,,,,
"USC00479190","WHITEWATER, WI US","1979-11-10",,,"0.09","1.0","1.0","37","16","27",,,,,,
"USC00479190","WHITEWATER, WI US","1979-11-11",,,"0.00","0.0","1.0","32","18","30",,,,,,
"USC00479190","WHITEWATER, WI US","1979-11-12",,,"0.00","0.0","0.0","38","24","34",,,,,,
"USC00479190","WHITEWATER, WI US","1979-11-13",,,"0.03","0.0","0.0","35","29","30",,,,,,
"USC00479190","WHITEWATER, WI US","1979-11-14",,,"0.00","0.0","0.0","38","19","35",,,,,,
"USC00479190","WHITEWATER, WI US","1979-11-15",,,"0.00","0.0","0.0","44","30","38",,,,,,
"USC00479190","WHITEWATER, WI US","1979-11-16",,,"0.00","0.0","0.0","49","26","45",,,,,,
"USC00479190","WHITEWATER, WI US","1979-11-17",,,"0.00","0.0","0.0","65","36","55",,,,,,
"USC00479190","WHITEWATER, WI US","1979-11-18",,,"0.00","0.0","0.0","68","38","59",,,,,,
"USC00479190","WHITEWATER, WI US","1979-11-19",,,"0.00","0.0","0.0","65","51","62",,,,,,
"USC00479190","WHITEWATER, WI US","1979-11-20",,,"0.00","0.0","0.0","62","32","48",,,,,,
"USC00479190","WHITEWATER, WI US","1979-11-21",,,"0.82","0.0","0.0","56","40","49",,,,,,
"USC00479190","WHITEWATER, WI US","1979-11-22",,,"0.42","0.0","0.0","51","40","42",,,,,,
"USC00479190","WHITEWATER, WI US","1979-11-23",,,"0.00","0.0","0.0","43","33","35",,,,,,
"USC00479190","WHITEWATER, WI US","1979-11-24",,,"0.00","0.0","0.0","47","26","45",,,,,,
"USC00479190","WHITEWATER, WI US","1979-11-25",,,"0.00","0.0","0.0","46","33","42",,,,,,
"USC00479190","WHITEWATER, WI US","1979-11-26",,,"0.72","0.0","0.0","43","32","41",,,,,,
"USC00479190","WHITEWATER, WI US","1979-11-27",,,"0.00","0.0","0.0","42","29","37",,,,,,
"USC00479190","WHITEWATER, WI US","1979-11-28",,,"0.00","0.0","0.0","39","23","24",,,,,,
"USC00479190","WHITEWATER, WI US","1979-11-29",,,"0.01","0.5","0.0","32","19","27",,,,,,
"USC00479190","WHITEWATER, WI US","1979-11-30",,,"0.00","0.0","0.0","29","19","25",,,,,,
